a (initial radius),b (Spiral growth rate),thc (Spiral shape thickness),th_0 (Spiral's start angle),th_f (Spiral's end angle),th_m (Metal thickness),r (Substrate radius),hs (Substrate height),er (Substrate dielectric constant),f (freq) GHz,gain,s11,VSWR
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.412913,4.532143,0.649177,5.209563
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.423423,4.57128,0.646572,5.131427
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.433934,4.61019,0.644441,5.084646
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.444444,4.648811,0.645658,5.108993
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.454955,4.687081,0.650646,5.195809
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.465465,4.724936,0.657094,5.293045
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.475976,4.762316,0.661621,5.338422
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.486486,4.799157,0.662204,5.305864
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.496997,4.835397,0.659642,5.227416
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.507508,4.870974,0.657,5.167907
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.518018,4.905825,0.657443,5.177903
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.528529,4.939889,0.661972,5.261782
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.539039,4.973102,0.668671,5.374077
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.54955,5.005402,0.67404,5.445973
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.56006,5.036728,0.675478,5.43438
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.570571,5.067016,0.673184,5.35818
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.581081,5.096204,0.670096,5.28455
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.591592,5.12423,0.669847,5.27887
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.602102,5.151032,0.674126,5.361242
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.612613,5.176575,0.681293,5.490935
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.623123,5.200891,0.687329,5.584847
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.633634,5.224018,0.688591,5.573201
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.644144,5.245994,0.684586,5.461126
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.654655,5.266859,0.678825,5.334628
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.665165,5.286651,0.676997,5.304211
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.675676,5.305409,0.68342,5.443174
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.686186,5.323171,0.697915,5.74979
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.696697,5.339977,0.715102,6.122532
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.707207,5.355866,0.726708,6.367344
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.717718,5.370875,0.725705,6.298882
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.728228,5.385044,0.709982,5.897751
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.738739,5.398412,0.683518,5.330556
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.749249,5.411017,0.654484,4.800896
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.75976,5.422897,0.631394,4.431614
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.77027,5.434093,0.619411,4.25555
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.780781,5.444642,0.618663,4.245266
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.791291,5.454584,0.625157,4.338115
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.801802,5.463957,0.633429,4.458665
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.812312,5.472799,0.639288,4.545735
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.822823,5.481151,0.64125,4.574969
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.833333,5.489049,0.640224,4.559306
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.843844,5.496534,0.63806,4.527149
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.854354,5.503643,0.636054,4.498319
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.864865,5.510417,0.634287,4.474193
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.875375,5.516892,0.631946,4.443061
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.885886,5.523109,0.628169,4.392693
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.896396,5.529106,0.622739,4.320388
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.906907,5.534922,0.616209,4.234397
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.917417,5.540595,0.609524,4.147839
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.927928,5.546164,0.603505,4.071378
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.938438,5.551669,0.598553,4.009729
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.948949,5.557147,0.594681,3.96262
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.959459,5.562638,0.59172,3.927647
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.96997,5.56818,0.589463,3.902179
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.98048,5.573812,0.587652,3.883217
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,3.990991,5.579572,0.585892,3.866291
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.001502,5.585501,0.583651,3.845357
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.012012,5.591636,0.580442,3.814689
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.022523,5.598016,0.576063,3.771751
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.033033,5.604679,0.570725,3.718723
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.043544,5.611666,0.564929,3.661164
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.054054,5.619014,0.559153,3.604533
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.064565,5.626762,0.553555,3.550973
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.075075,5.634949,0.5479,3.498508
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.085586,5.643613,0.541764,3.443009
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.096096,5.652794,0.534856,3.381438
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.106607,5.662531,0.527226,3.313984
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.117117,5.672861,0.519223,3.243747
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.127628,5.683824,0.511263,3.174505
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.138138,5.695436,0.503594,3.108581
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.148649,5.707671,0.496269,3.046415
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.159159,5.720499,0.489305,2.987913
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.16967,5.733889,0.482879,2.934145
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.18018,5.74781,0.477346,2.887651
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.190691,5.762232,0.472991,2.850764
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.201201,5.777123,0.469704,2.823092
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.211712,5.792452,0.466828,2.800205
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.222222,5.80819,0.463392,2.774989
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.232733,5.824306,0.458645,2.741423
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.243243,5.840767,0.452566,2.69846
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.253754,5.857545,0.445987,2.651216
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.264264,5.874608,0.440182,2.608285
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.274775,5.891925,0.436148,2.576796
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.285285,5.909465,0.434012,2.55833
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.295796,5.927198,0.432976,2.548252
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.306306,5.945094,0.431859,2.538908
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.316817,5.96312,0.429888,2.52477
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.327327,5.981248,0.427217,2.506123
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.337838,5.999445,0.424812,2.488703
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.348348,6.017681,0.423772,2.479523
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.358859,6.035925,0.424534,2.48179
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.369369,6.054147,0.426519,2.492391
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.37988,6.072315,0.428475,2.50369
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.39039,6.0904,0.429315,2.50861
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.400901,6.108369,0.428877,2.505635
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.411411,6.126194,0.428078,2.500119
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.421922,6.143842,0.428314,2.500733
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.432432,6.161283,0.430462,2.513297
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.442943,6.178486,0.434137,2.535966
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.453453,6.19542,0.437694,2.558872
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.463964,6.212056,0.439023,2.568737
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.474474,6.228361,0.436679,2.556074
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.484985,6.244306,0.430672,2.520595
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.495495,6.259859,0.422467,2.471318
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.506006,6.274989,0.414227,2.421537
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.516517,6.289667,0.407766,2.382245
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.527027,6.303861,0.403807,2.357829
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.537538,6.31754,0.40191,2.345804
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.548048,6.330674,0.400976,2.339797
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.558559,6.343232,0.399929,2.333547
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.569069,6.355182,0.398162,2.323496
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.57958,6.366496,0.395551,2.308952
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.59009,6.377141,0.392203,2.290598
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.600601,6.387087,0.38821,2.269113
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.611111,6.396303,0.383631,2.245058
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.621622,6.404758,0.378655,2.219816
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.632132,6.412422,0.373755,2.196365
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.642643,6.419264,0.369634,2.178912
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.653153,6.425254,0.366989,2.171555
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.663664,6.430376,0.3663,2.177231
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.674174,6.434643,0.367875,2.198172
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.684685,6.43807,0.372175,2.237892
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.695195,6.440673,0.38017,2.303203
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.705706,6.442466,0.393355,2.404225
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.716216,6.443465,0.413196,2.551424
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.726727,6.443684,0.440184,2.750446
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.737237,6.443139,0.472979,2.996481
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.747748,6.441845,0.508228,3.269857
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.758258,6.439816,0.541278,3.535452
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.768769,6.437068,0.567579,3.749904
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.779279,6.433616,0.584093,3.877184
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.78979,6.429476,0.590071,3.904388
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.8003,6.424661,0.586886,3.845389
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.810811,6.419187,0.577132,3.729817
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.821321,6.41307,0.563575,3.587853
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.831832,6.406324,0.548482,3.441578
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.842342,6.398964,0.533502,3.304627
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.852853,6.391006,0.519901,3.185651
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.863363,6.382464,0.508707,3.090795
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.873874,6.373354,0.500568,3.023251
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.884384,6.36369,0.495406,2.981149
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.894895,6.353488,0.492264,2.956472
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.905405,6.342763,0.489628,2.937225
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.915916,6.33153,0.486182,2.912804
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.926426,6.319804,0.481549,2.879611
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.936937,6.3076,0.476502,2.842791
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.947447,6.294933,0.472408,2.812278
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.957958,6.281818,0.470235,2.795546
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.968468,6.268271,0.469781,2.791956
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.978979,6.254306,0.469745,2.792715
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,4.989489,6.239938,0.468687,2.78713
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5,6.225183,0.466269,2.771569
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.010511,6.210055,0.463861,2.754568
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.021021,6.19457,0.463884,2.753238
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.031532,6.178742,0.468093,2.782151
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.042042,6.162588,0.475789,2.840829
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.052553,6.146121,0.483215,2.906964
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.063063,6.129357,0.484827,2.941282
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.073574,6.112311,0.476041,2.906282
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.084084,6.094998,0.456069,2.790711
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.094595,6.077434,0.429198,2.620947
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.105105,6.059632,0.403567,2.449041
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.115616,6.041609,0.387873,2.329135
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.126126,6.023379,0.387545,2.297715
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.136637,6.004958,0.402361,2.362111
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.147147,5.98636,0.426673,2.499247
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.157658,5.967601,0.452085,2.665481
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.168168,5.948695,0.471128,2.812982
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.178679,5.929658,0.480031,2.907982
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.189189,5.9105,0.479312,2.943139
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.1997,5.891221,0.472192,2.934523
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.21021,5.871823,0.461952,2.905144
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.220721,5.852308,0.449855,2.868266
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.231231,5.832675,0.434692,2.821003
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.241742,5.812927,0.414002,2.749565
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.252252,5.793064,0.386038,2.641033
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.262763,5.773088,0.351253,2.49354
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.273273,5.752998,0.312494,2.318419
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.283784,5.732798,0.273951,2.134321
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.294294,5.712486,0.239576,1.959138
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.304805,5.692066,0.211911,1.805045
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.315315,5.671536,0.191801,1.677813
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.325826,5.6509,0.178921,1.578939
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.336336,5.630157,0.172548,1.508478
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.346847,5.60931,0.172024,1.466687
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.357357,5.588358,0.176704,1.453199
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.367868,5.567303,0.185595,1.464589
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.378378,5.546146,0.197142,1.493384
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.388889,5.524888,0.209412,1.530057
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.399399,5.50353,0.220637,1.566196
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.40991,5.482073,0.229773,1.596726
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.42042,5.460519,0.236696,1.620387
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.430931,5.438868,0.241922,1.638536
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.441441,5.417121,0.246047,1.653018
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.451952,5.395279,0.249272,1.664395
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.462462,5.373344,0.251317,1.67158
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.472973,5.351317,0.251716,1.672899
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.483483,5.329198,0.250262,1.667649
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.493994,5.306989,0.247251,1.656961
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.504505,5.284691,0.243377,1.643385
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.515015,5.262304,0.239354,1.62952
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.525526,5.23983,0.235551,1.616697
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.536036,5.21727,0.23188,1.604618
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.546547,5.194625,0.228004,1.592177
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.557057,5.171897,0.223704,1.57878
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.567568,5.149085,0.219122,1.565192
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.578078,5.126191,0.214736,1.553326
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.588589,5.103217,0.21109,1.545159
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.599099,5.080162,0.208485,1.54161
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.60961,5.057029,0.206849,1.542207
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.62012,5.033819,0.205878,1.545782
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.630631,5.010532,0.20532,1.551588
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.641141,4.987169,0.2052,1.559976
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.651652,4.963732,0.205833,1.572134
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.662162,4.940222,0.20762,1.589135
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.672673,4.916639,0.210785,1.61104
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.683183,4.892985,0.215243,1.636712
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.693694,4.869261,0.220666,1.664399
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.704204,4.845468,0.226683,1.692526
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.714715,4.821623,0.233027,1.720042
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.725225,4.797761,0.239513,1.746072
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.735736,4.77392,0.24586,1.769191
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.746246,4.750137,0.251503,1.787032
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.756757,4.72645,0.255595,1.796733
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.767267,4.702894,0.257255,1.796192
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.777778,4.679509,0.255963,1.785446
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.788288,4.65633,0.251882,1.767339
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.798799,4.633395,0.245897,1.746937
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.809309,4.610742,0.239326,1.729895
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.81982,4.588407,0.233457,1.720552
0.89,3.14,1.89,0.69*pi,2.88*pi,0.06,38,2.1,3.69,5.83033,4.566428,0.229137,1.720734
