a (initial radius),b (Spiral growth rate),thc (Spiral shape thickness),th_0 (Spiral's start angle),th_f (Spiral's end angle),th_m (Metal thickness),r (Substrate radius),hs (Substrate height),er (Substrate dielectric constant),f (freq) GHz,gain,s11,VSWR
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.71111,7.707306,-5.17484,3.455682
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.71636,7.717102,-5.2002,3.439792
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.72161,7.726538,-5.22763,3.42278
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.72686,7.735604,-5.25743,3.404504
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.73212,7.744294,-5.28988,3.384846
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.73737,7.752601,-5.32503,3.36383
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.74262,7.760516,-5.36282,3.341558
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.74787,7.768033,-5.40282,3.318323
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.75313,7.775143,-5.44451,3.294493
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.75838,7.781841,-5.48707,3.270543
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.76363,7.788117,-5.52966,3.246957
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.76888,7.793966,-5.57148,3.224163
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.77414,7.799379,-5.61179,3.202525
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.77939,7.804348,-5.65017,3.182218
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.78464,7.808867,-5.68638,3.163322
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.78989,7.812928,-5.72054,3.14572
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.79515,7.816524,-5.75293,3.129228
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.8004,7.819647,-5.78401,3.113586
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.80565,7.82229,-5.81424,3.09854
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.81091,7.824445,-5.84392,3.08392
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.81616,7.826105,-5.87325,3.069626
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.82141,7.827263,-5.90204,3.05574
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.82666,7.82791,-5.92991,3.042428
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.83192,7.828041,-5.9562,3.029993
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.83717,7.827646,-5.98012,3.018773
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.84242,7.82672,-6.0009,3.009103
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.84767,7.825254,-6.01782,3.001279
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.85293,7.82324,-6.0305,2.995448
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.85818,7.820673,-6.03874,2.991672
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.86343,7.817543,-6.04279,2.98982
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.86868,7.813844,-6.04308,2.989686
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.87394,7.809569,-6.0403,2.990961
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.87919,7.804709,-6.03515,2.993317
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.88444,7.799257,-6.02825,2.99648
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.88969,7.793207,-6.02011,3.000225
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.89495,7.78655,-6.01086,3.004494
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.9002,7.77928,-6.00047,3.0093
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.90545,7.771388,-5.98863,3.014805
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.91071,7.762867,-5.97492,3.021204
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.91596,7.75371,-5.95895,3.028697
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.92121,7.74391,-5.94042,3.037442
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.92646,7.733459,-5.91941,3.047428
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.93172,7.722349,-5.89621,3.058543
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.93697,7.710573,-5.87161,3.070424
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.94222,7.698125,-5.84662,3.082602
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.94747,7.684995,-5.82255,3.09443
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.95273,7.671178,-5.80078,3.105221
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.95798,7.656664,-5.7826,3.114291
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.96323,7.641448,-5.76922,3.121009
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.96848,7.625522,-5.76143,3.124933
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.97374,7.608878,-5.75984,3.125734
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.97899,7.591508,-5.7646,3.123337
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.98424,7.573406,-5.77564,3.117779
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.98949,7.554564,-5.79263,3.10928
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,11.99475,7.534974,-5.81512,3.098105
0.55,3.5,1,4*pi,8*pi,0.01,60,3.5,4.5,12,7.51463,-5.84269,3.084523
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.5,8.07755,-19.2297,1.24536
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.510511,8.067095,-18.8222,1.258667
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.521021,8.055757,-18.7458,1.261251
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.531532,8.043546,-19.0633,1.250697
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.542042,8.030475,-18.7682,1.260492
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.552553,8.016555,-17.0556,1.326536
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.563063,8.001798,-14.7927,1.445352
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.573574,7.986217,-12.8886,1.586522
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.584084,7.969822,-11.5975,1.714081
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.594595,7.952626,-10.9182,1.795262
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.605105,7.93464,-10.7919,1.811639
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.615616,7.915876,-11.134,1.768254
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.626126,7.896346,-11.7996,1.691976
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.636637,7.876062,-12.5116,1.620616
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.647147,7.855035,-12.8541,1.58955
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.657658,7.833277,-12.5437,1.61763
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.668168,7.8108,-11.7332,1.699139
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.678679,7.787617,-10.7909,1.811771
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.689189,7.763737,-9.96976,1.929675
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.6997,7.739174,-9.3685,2.030647
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.71021,7.71394,-8.99916,2.100043
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.720721,7.688045,-8.83235,2.133461
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.731231,7.661501,-8.81565,2.136884
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.741742,7.634322,-8.88247,2.123277
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.752252,7.606517,-8.96516,2.106745
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.762763,7.578099,-9.01624,2.096698
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.773273,7.549081,-9.02748,2.094503
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.783784,7.519473,-9.02983,2.094045
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.794294,7.489287,-9.07186,2.085896
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.804805,7.458535,-9.19264,2.062931
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.815315,7.427229,-9.40395,2.024302
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.825826,7.395381,-9.68599,1.975611
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.836336,7.363003,-9.99659,1.925482
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.846847,7.330105,-10.2926,1.880813
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.857357,7.296701,-10.5553,1.84351
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.867868,7.262802,-10.8016,1.810367
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.878378,7.228419,-11.0724,1.775847
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.888889,7.193564,-11.4067,1.735777
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.899399,7.15825,-11.8213,1.689653
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.90991,7.122488,-12.3039,1.640442
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.92042,7.086289,-12.8208,1.592487
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.930931,7.049666,-13.3351,1.549067
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.941441,7.01263,-13.8279,1.511046
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.951952,6.975193,-14.3049,1.47722
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.962462,6.937367,-14.7857,1.445794
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.972973,6.899164,-15.2828,1.415841
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.983483,6.860595,-15.7883,1.387774
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,1.993994,6.821672,-16.2749,1.362814
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.004505,6.782407,-16.7106,1.342027
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.015015,6.742812,-17.0744,1.325714
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.025526,6.702898,-17.3606,1.313503
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.036036,6.662678,-17.5667,1.30503
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.046547,6.622163,-17.6722,1.300794
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.057057,6.581364,-17.6221,1.302797
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.067568,6.540294,-17.3353,1.314559
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.078078,6.498965,-16.7552,1.339978
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.088589,6.457388,-15.9158,1.381049
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.099099,6.415575,-14.95,1.435621
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.10961,6.373537,-14.0273,1.496569
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.12012,6.331287,-13.2913,1.55261
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.130631,6.288837,-12.839,1.590873
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.141141,6.246197,-12.7222,1.601281
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.151652,6.203381,-12.9442,1.581697
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.162162,6.160399,-13.433,1.541251
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.172673,6.117263,-13.9865,1.499481
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.183183,6.073986,-14.2659,1.479875
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.193694,6.030579,-14.0135,1.497565
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.204204,5.987053,-13.3411,1.548588
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.214715,5.943421,-12.5911,1.613221
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.225225,5.899694,-12.0175,1.669089
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.235736,5.855885,-11.7029,1.70244
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.246246,5.812004,-11.5979,1.714042
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.256757,5.768064,-11.5642,1.717802
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.267267,5.724077,-11.4405,1.731871
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.277778,5.680053,-11.1461,1.766786
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.288288,5.636006,-10.7397,1.818537
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.298799,5.591946,-10.3561,1.871602
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.309309,5.547886,-10.1017,1.909292
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.31982,5.503838,-10.0031,1.92447
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.33033,5.459812,-10.0047,1.924214
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.340841,5.415822,-9.99809,1.925246
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.351351,5.371878,-9.88598,1.942937
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.361862,5.327993,-9.65244,1.981242
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.372372,5.284177,-9.36897,2.030563
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.382883,5.240444,-9.12947,2.074858
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.393393,5.196805,-8.98424,2.102977
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.403904,5.153271,-8.91609,2.116516
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.414414,5.109855,-8.8564,2.128557
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.424925,5.066568,-8.73371,2.153877
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.435435,5.023421,-8.53059,2.197529
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.445946,4.980428,-8.29975,2.249934
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.456456,4.937599,-8.12274,2.292291
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.466967,4.894946,-8.0528,2.309585
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.477477,4.852481,-8.07933,2.302991
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.487988,4.810216,-8.12171,2.292543
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.498498,4.768163,-8.06105,2.307522
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.509009,4.726333,-7.81499,2.370859
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.51952,4.684738,-7.40312,2.486925
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.53003,4.64339,-6.92945,2.638528
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.540541,4.602301,-6.50779,2.793092
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.551051,4.561483,-6.21074,2.915217
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.561562,4.520951,-6.06197,2.981081
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.572072,4.480734,-6.04886,2.987054
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.582583,4.440864,-6.13724,2.947352
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.593093,4.401372,-6.2822,2.884745
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.603604,4.362289,-6.43308,2.822709
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.614114,4.323647,-6.53533,2.782362
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.624625,4.285476,-6.53838,2.781181
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.635135,4.247808,-6.41632,2.829456
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.645646,4.210673,-6.19072,2.923907
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.656156,4.174104,-5.92995,3.042413
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.666667,4.138132,-5.71828,3.146864
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.677177,4.102787,-5.61592,3.200318
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.687688,4.068101,-5.6282,3.193821
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.698198,4.034105,-5.68915,3.161879
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.708709,4.000831,-5.67448,3.169464
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.719219,3.968309,-5.47141,3.279334
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.72973,3.93657,-5.07693,3.518682
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.74024,3.905647,-4.61638,3.8513
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.750751,3.87557,-4.25931,4.159807
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.761261,3.846371,-4.13851,4.276576
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.771772,3.81808,-4.32209,4.102032
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.782282,3.790729,-4.80493,3.707326
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.792793,3.764349,-5.48266,3.273055
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.803303,3.738971,-6.11664,2.956322
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.813814,3.714627,-6.39709,2.837171
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.824324,3.691348,-6.19439,2.922452
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.834835,3.669165,-5.7019,3.155341
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.845345,3.648109,-5.21392,3.431187
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.855856,3.628211,-4.9054,3.634928
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.866366,3.609503,-4.80848,3.704568
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.876877,3.592016,-4.85497,3.670835
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.887387,3.575781,-4.92508,3.62118
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.897898,3.56083,-4.9132,3.629518
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.908408,3.547193,-4.79305,3.715909
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.918919,3.534901,-4.62272,3.846197
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.929429,3.531391,-4.48365,3.960108
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.93994,3.531391,-4.41899,4.015597
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.95045,3.531391,-4.41364,4.020259
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.960961,3.531391,-4.41353,4.020344
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.971471,3.531391,-4.36943,4.059254
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.981982,3.531391,-4.27664,4.143765
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,2.992492,3.531391,-4.17533,4.240379
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.003003,3.531391,-4.11047,4.304798
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.013514,3.531391,-4.08718,4.328453
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.024024,3.531391,-4.05369,4.362872
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.034535,3.531391,-3.9286,4.49695
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.045045,3.531391,-3.66657,4.808148
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.055556,3.531391,-3.30968,5.312396
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.066066,3.531391,-2.96827,5.909359
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.076577,3.533254,-2.75676,6.353854
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.087087,3.546717,-2.74612,6.378574
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.097598,3.56195,-2.94491,5.955748
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.108108,3.578888,-3.29167,5.340622
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.118619,3.597471,-3.65759,4.819314
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.129129,3.617636,-3.8893,4.540791
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.13964,3.639321,-3.9035,4.525059
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.15015,3.662462,-3.75145,4.702552
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.160661,3.686998,-3.56686,4.938513
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.171171,3.712867,-3.46346,5.081933
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.181682,3.740005,-3.48178,5.056036
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.192192,3.768351,-3.58841,4.909774
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.202703,3.797843,-3.70423,4.760527
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.213213,3.828417,-3.75383,4.699543
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.223724,3.860012,-3.71558,4.746507
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.234234,3.892565,-3.63108,4.853667
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.244745,3.926014,-3.56515,4.940855
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.255255,3.960297,-3.55746,4.951282
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.265766,3.99535,-3.60057,4.893642
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.276276,4.031113,-3.6494,4.82997
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.286787,4.067521,-3.6544,4.823566
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.297297,4.104514,-3.59902,4.895707
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.307808,4.142028,-3.51179,5.013904
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.318318,4.180002,-3.44265,5.111913
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.328829,4.218373,-3.42651,5.135404
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.339339,4.257078,-3.46171,5.084539
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.34985,4.296055,-3.5124,5.013044
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.36036,4.335242,-3.53269,4.985016
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.370871,4.374577,-3.49957,5.030965
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.381381,4.413997,-3.42997,5.130365
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.391892,4.45344,-3.36668,5.224328
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.402402,4.492842,-3.34661,5.254909
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.412913,4.532143,-3.3765,5.209563
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.423423,4.57128,-3.42923,5.131427
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.433934,4.61019,-3.4616,5.084646
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.444444,4.648811,-3.44469,5.108993
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.454955,4.687081,-3.38566,5.195809
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.465465,4.724936,-3.3219,5.293045
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.475976,4.762316,-3.29298,5.338422
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.486486,4.799157,-3.3137,5.305864
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.496997,4.835397,-3.36466,5.227416
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.507508,4.870974,-3.40438,5.167907
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.518018,4.905825,-3.39766,5.177903
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.528529,4.939889,-3.34216,5.261782
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.539039,4.973102,-3.27061,5.374077
0.4,2.25,1.3,1*pi,3*pi,0.02,45,2.7,4,3.54955,5.005402,-3.22642,5.445973
